id,title,company,city,lat,lon,min_exp,skills,salary_min
146af4ed-0e75-42fa-bbad-f6bdc1983cb1,ERP Programmer Supervisor,PT Rantai Jaringan Sukses (RJ Steel),,-6.12083,106.76111,1,"Pengembang System Erp, ERP Software, Programmer Erp, System Analyst",0
0ba5d278-95ff-479d-aad1-655fdb248e51,Back-end Developer (Laravel/PHP),PT Inosoft Trans Sistem,,-7.32,112.79694,3,"English Language, MongoDB, Ai-assisted Coding Tools, JavaScript, PHP, GIT, CI/CD, Laravel, Jira, Object-Oriented Programming (OOP), REST API",0
24837791-e9d3-4179-a69c-33eecb94d1bb,Backend Developer (Intermediate/Senior Backend Developer),PT YAKIN BERTUMBUH SEKURITAS,,-7.26417,112.79917,3,"Go / Golang, PostgreSQL, Redis, gRPC, Docker, Kafka",0
43cc9466-fd0b-4fd5-9c4a-58384af18487,Backend Developer (Golang),PT Inosoft Trans Sistem,,-7.32,112.79694,3,"PostgreSQL, Go / Golang, Restful API, Microsservices",0
5f55cbd6-fc03-4cbe-86a9-6096cfeaa574,Programmer,PT. Tirta Gracia Utama,,-6.24444,106.8,1,"PostgreSQL, Flutter, MongoDB, Laravel, Node.js, C++, Microsoft SQL Server, PHP, MySQL, C#, Python, Java",0
1d1a90de-480a-4f19-8f8e-4caf0a02189f,DevOps Engineer,PT Evolusi Teknologi Solusi (Evoteks),,-6.19444,106.83333,3,"Docker, Kubernetes, CI/CD, DevOps, Jenkins",0
120a7c45-9a4e-43c1-b68d-005aed48f163,Programmer PHP (Project Based),GITS Indonesia,,-6.21944,106.82917,1,"Restful API, MySQL, PHP, Model-View-Controller (MVC), Laravel",0
738d6285-9316-4307-a804-a92d5d60eb0d,Programmer ASP.NET (Project Based),GITS Indonesia,,-6.21944,106.82917,1,"Model-View-Controller (MVC), Restful API, .NET",0
5a575023-298e-4f80-9c2e-541a493b7f9f,Java Springboot Developer,PT Code Development Indonesia,,-6.21944,106.82917,3,"Java, Springboot, JavaScript",0
d84484f7-c065-4977-a4fa-34b7549bdd42,Penerjemah Bahasa Jepang,PT. Transcosmos Indonesia,Jakarta Selatan,-6.21944,106.82917,1,"Japanese Language, Internal Communications, Project Management",0
74c32760-a855-425d-a26d-dd2891198ee3,Tenaga Pengajar Multimedia,DIGIKIDZ,,-6.24861,106.77778,1,"Python, PyTorch, Machine Learning",0
182d17af-6d44-4e92-84b2-af11e71768cd,Devops,IDE Asia,,-6.21944,106.82917,1,"Docker, GCP, Amazon Web Services (AWS), DevOps, CI/CD, Jenkins, Microsoft Azure",0
0724eb11-ccf1-4e9b-bd28-88b8035dab3d,Infrastructure Engineer,PT Reka Multi Aptika,,-6.18611,106.84583,1,"Cloud Computing, CI/CD, DevOps, Kubernetes, Docker, Linux",0
0c783e51-f108-4a9f-8acf-528042acdddc,Backend Developer (Golang) - Prefer ASAP (WFO Sudirman),PT Sigma Global Teknologi,Jakarta Pusat,-6.21944,106.82917,3,"Go / Golang, Microservices Architecture, API Development",0
4305cac4-b623-47bb-9a76-9adc9eb2ae1e,IT Application Support (Java),PT Avows Technologies,,-6.21944,106.82917,1,"It Application Support , Springboot , MySQL, Fsd , Java, IT Operation",0
9eded249-b769-4803-af23-37e7000ab8a6,Developer RPA (Robotic Process Automation),PT. Noesantara Corporation,Jakarta Pusat,-6.17083,106.81806,1,"Robotic Process Automation (rpa), Process Automation, Robotics",0
d461c3d1-1cd4-47f6-9a11-a5147852e891,Java Developer,Kinnara Digital Studio,,-6.21944,106.82917,3,"Spring Boot, Java, Spring Framework",0
30aa13c4-ab31-4d3e-b227-e1d2105f2293,IT Helpdesk,uptowngift,Jakarta Selatan,-6.29306,106.79583,1,"IT Management, Computer Hardware, Software Installation, Networking",0
1a67183d-e5df-4e55-9cf3-f1c5f25cb565,Backend Developer (Golang),Pt Satkomindo Mediyasa,,-6.25556,106.84306,1,"Microsoft SQL Server, Python, Go / Golang, MongoDB, MySQL, Java, Node.js, PHP, PostgreSQL, Laravel, C++",0
174083b3-b14e-4dda-a8e5-6ac0d7909af3,Presales IT,PT. Kirana Sakti Komputindo,,-6.22917,106.85139,1,"IT Support, Customer Service, Troubleshooting",0
00e7c0b7-78c0-4b39-917b-c996ec8be474,Technical Writer,Pt Satkomindo Mediyasa,,-6.25556,106.84306,1,"Jira, GIT, Agile Project Management, Technical Writing",0
6be8cb34-04c2-4e9e-84f2-6c6caeb4890a,Java Programmer (Banking),PT. Amalura Multi Dimensi,,-6.24444,106.8,5,"Kafka, Java, Microservices Architecture, REST API, Payment System, Transaction Clearing",0
a0f840b4-393d-47ad-9746-7fd4acde1fcc,AI Software Developer,PT SPENTERA,,-6.29306,106.79583,1,"Kubernetes, Llm Framework, Framework Backend Dan Frontend,  Vector Database (chroma, Pgvector), Restful API, Docker, Python",0
4c02a0e1-4c48-4b0a-9d8b-7a1752442912,IT Infrastructure,PT Computrade Technology International,,-6.21944,106.82917,0,"Data Center, IP Networking, Network Configuration, Server Technical Support, Technical Support, Ticketing System, Computer Networking, Help Desk, Linux, Windows Server Administration, Networking, IT Support, Troubleshooting, Hardware Maintenance, Customer Service, Network Administration, Network Maintenance, Network Troubleshooting, Official Document Writing, IT Infrastructure Management",0
a458e1de-9479-49f9-8aac-16da717953d3,"IT Monitoring Support (Banking, WFO Jakarta Selatan) - Shifting",PT Sigma Global Teknologi,Jakarta Selatan,-6.21944,106.82917,0,"Networking, Software Installation, Monitoring, IT Support",0
cd7ca718-50a8-42d5-a033-baa9f5f82433,Project Admin IT,Pt Satkomindo Mediyasa,,-6.25556,106.84306,5,"Troubleshooting, Administration, Technical Support, Customer Service, IT Support",0
d1bcea73-06bd-4cb9-bb78-ce60fec8ded6,Golang Developer,PT Avows Technologies,,-6.21944,106.82917,3,"MongoDB, Microsoft SQL Server, PostgreSQL, Go / Golang, MySQL",0
b93efb7f-dfad-46dd-9aa3-e9edb8228d9a,Backend Engineer (Golang),PT Aktualisasi Gratia Talenta Indonesia,,-6.20556,106.81111,3,"PHP, MySQL, Go / Golang, PostgreSQL",0
785eda9a-a30e-41d5-b57d-88b55554ccee,Backend Developer (Mid-Level) Golang PHP,Steradian Data Optima,,-6.24861,106.77778,3,"RabbitMQ, Redis, Bamboo, CI/CD, PostgreSQL, Go Idiomatic, PHP Laravel, Docker, Rest Api & Graphql Design, Kafka, Goravel Framework, Go / Golang",0
65ef10c2-60cc-4d91-ab70-1528178e0a27,Backend Developer (Golang),Steradian Data Optima,,-6.24861,106.77778,1,"Python, MySQL, Jira, Go / Golang",0
41cf2e02-d306-4b10-8f0e-aaccc67b6002,IT Technician,PT. Thomasong,,-6.17083,106.81806,1,"Technical Support, Ticketing System, Hardware Maintenance, Network Troubleshooting, Customer Service, Remote Support, IT Support, Help Desk, Troubleshooting",0
44e82731-6e9e-4751-9f40-5208b638fafa,App Support,IDE Asia,,-6.17083,106.81806,3,"Kubernetes, OpenStack, CI/CD, App Support",0
bc3bae65-5ee9-4e69-826d-ab9e170d362a,Software Developer,PT Digital Tech Asia,,-6.21944,106.82917,1,"Agile Methodologies, Scrum, JavaScript, GIT, Java, Maven, Cloud Computing, Spring Framework, CI/CD, Software Engineering, Spring Boot, Database Management Systems, Python",0
5be8387e-22d0-4529-b804-e1fa1a6e618f,Devops Engineer,PT Neural Technologies Indonesia (Official),,-6.22917,106.85139,1,"Docker, Amazon Web Services (AWS), Jenkins, Kubernetes, Ansible, CI/CD, Microsoft Azure",0
c800f97e-3cc3-487e-bd07-ba2af1feeaa0,Tehnikal support,PT Perdana Global Internet,,-6.21944,106.82917,1,"Remote Support, Network Troubleshooting, Troubleshooting, IT Support, Customer Service, Technical Support, Help Desk",0
684c726b-02eb-4d99-b49f-ec28da966afc,Junior IT Application Support (Client: Banking),Saada Creative,,-6.21944,106.82917,1,"Technical Support, IT Support, Network Troubleshooting, Customer Service",0
636132de-66a3-42ae-9c65-ed694e87d6ca,IT Vendor & Asset Management Analyst,PT Pasti Makmur Abadi,,-6.19444,106.83333,1,"Microsoft Excel, Hardware Maintenance, Asset Management",0
40280bd0-f41c-46cb-88c8-52b914a8d7e9,Developer Lead - Collab Platform,PT. Barrans Global Mandiri,,-6.17083,106.81806,3,"Java, Restful API, Python, PostgreSQL, Driven, IT Security, Power BI, Canvas",0
c00ff011-ad61-4f2d-b3e3-a33a9bfe1743,Nodejs Developer,PT Solusindo Digital Holistik,,-6.15417,106.83333,3,"PostgreSQL, MySQL, Node.js",0
3dc5e6a8-f7f8-429a-a350-bfc781013aa8,Junior .NET Developer - WFO South Jakarta,PT Sigma Global Teknologi,,-6.21944,106.82917,1,".NET CORE, MySQL, Microsoft SQL Server, PostgreSQL, .NET",0
8b6c9327-d033-44d4-95db-33bc2ba86de5,IT Support Engineer,PT. Svarnatech Jaya Solusi,,-6.21944,106.82917,1,"Ticketing System, Network Troubleshooting, Teamwork, Hardware Maintenance, IT Support, Remote Support, Technical Support",0
6617600b-27ea-45d4-be1d-6bf4b7b5be53,Golang,PT. Indonesia Satu Sarana,,-6.19444,106.83333,3,"PostgreSQL, Go / Golang, PHP, Python, MySQL, MongoDB, Amazon Web Services (AWS), Google Cloud Platform",0
70f183a2-491c-489f-85ea-bbd6fdf2e082,Backend Developer (Java Spring Boot),PT Digital Tech Asia,,-6.21944,106.82917,1,"Spring Boot, Core Java, Go / Golang",0
4e242172-4489-47b3-a637-8ee439b2d07d,Cloud Engineer,PT Evolusi Teknologi Solusi (Evoteks),,-6.19444,106.83333,3,"CI/CD, Jira, Cloud Computing",0
ced9d7d1-7e15-4c49-b823-bc2319b53ea7,L2 Engineer,Pt Vanz Inovatif Teknologi (qbit),,-6.19444,106.83333,3,"Application Operation, Dokumentasi Operasional, sop, Leadership, Konfigurasi Sistem, Root Cause Analysis, Application Support, Mentoring L1",0
e737e6de-9371-45d1-947f-8c884dafba0c,Golang Developer,PT Talent Placement Consulting Indonesia,,-6.21944,106.82917,3,"PostgreSQL, Restful API, Java, Go / Golang, MongoDB, MySQL",0
659dc652-15ae-42f8-86dd-d74ca0544297,Junior Tech Support,PT Arupa Cloud Nusantara,,-6.29306,106.79583,1,"Troubleshooting, Red Hat, Ubuntu, IT Support, Cloud Computing, Linux, Help Desk, Data Infrastructure, Technical Support",0
1ad8ba5e-2fa9-4e27-81e3-17a4cf383488,Internship IT,PT. Revolusi Kesehatan Indonesia,,-6.33611,106.82083,0,"Troubleshooting, IT Support, Technical Support",0
1e4eb264-434b-4f93-8c7a-183f36aa3891,Spesialis Cost Control & PURCHASING,PT Juancha Trang Indonesia,,-6.20556,106.81111,1,"Neural Network, Pattern Recognition, Data Engineering, Deep Learning, Computer Vision, Machine Learning",0
0b2bf9e8-b64d-4a48-8fcd-c8680ee9917f,WebMethods Developer,PT Code Development Indonesia,,-6.21944,106.82917,1,"soapui, JSON, Postman Software",0
2997388a-433f-4dc2-bcb7-4475c1c01704,Programmer,Pt Satkomindo Mediyasa,,-6.25556,106.84306,1,"C++, MySQL, Python, Node.js",0
e027236f-4470-4b8b-88ff-e7f331d19d94,IT Compliance,PT GDC Multi Sarana (Jakarta),,-6.29028,106.82639,3,"Network Troubleshooting, Compliance, Troubleshooting, Technical Support, IT Support",0
e9980a7a-f943-4d25-8355-1ef599a9da39,Backend Developer,PT GDC Multi Sarana (Jakarta),,-6.29028,106.82639,3,"Git Workflow, Node.js, Database Management, Backend Development, REST API, Go / Golang",0
0ac87ecf-dc89-4a04-a61a-79b8fc53a6b5,DevSecOps Engineer,PT Inovasi Informatika Indonesia,,-6.21944,106.82917,1,"GitLab, DevOps, Checkmarx One, CI/CD, DevSecOps, Gitlab CI",0
7a633f6c-c8e8-49d4-b830-2d3b4f81fcf2,ETL Developer (Jakarta),PT Sigma Global Teknologi,,-6.21944,106.82917,3,"ETL, SQL, Extract, Transform, Load (ETL), MySQL, Power BI",0
0ab5a64e-3944-4576-8d09-fd805f581505,K2 Developer,Lawencon International,,-6.22917,106.85139,3,"Microsoft SQL Server, .NET, ASP.NET, K2",0
f383afcd-4a7f-4015-a74a-a7d2a9f8ea9f,Golang Developer - Multifinance Industry,PT Sigma Global Teknologi,,-6.21944,106.82917,3,"Go / Golang, Amazon Web Services (AWS), PostgreSQL, Google Cloud Platform",0
53e61da4-2ab0-420c-9c13-b7ffbd9ede5c,"Software Developer (Java Springboot, Golang, Rust)",PT Sigma Global Teknologi,,-6.21944,106.82917,5,"Springboot, Core Java, Software Development, Java, Go / Golang, Rust",0
ecb38718-8dc0-4364-bbec-e03c70b14293,"Software Developer (Java Springboot, Golang, Rust)",PT Sigma Global Teknologi,,-6.21944,106.82917,3,"Rust, Google Cloud Platform, Core Java, Java, Springboot, Go / Golang, Amazon Web Services (AWS), Software Development",0
c25673d8-49f9-48be-8068-060336373268,Backend Dev (Java Springboot),PT Sigma Global Teknologi,Jakarta Selatan,-6.21944,106.82917,3,"SQL, gcp, Kubernetes, SpringBoot, Java, Intelij Idea, JUnit, Microsoft SQL Server, Maven, Agile Methodologies, Java springboot, Amazon Web Services (AWS), RESTful API",0
e18657a2-6fbf-42e0-b366-7278f400baf7,Golang Developer (Prefer ex Bank/Financial Service),PT Sigma Global Teknologi,Jakarta Selatan,-6.21944,106.82917,3,"Go / Golang, Echo, Algorithms, Software Development, Beego, Gin, backend development",0
e20cccb1-be78-45e0-b6fb-8b0391611c07,WEB Programer,PT ASIETEX,,-6.17083,106.81806,3,"github, HTML5, MS SQL Server, tailwind, Css3, PHP, GIT, Python, jQuery, ERP System,  Programmer, RDBMS, vb6, Database Engine",0
a5ab05b3-46fb-441f-bf9e-1cfdfb88e53b,IT Support Shifting (Network & Server) - ASAP/Banking Industry,PT Sigma Global Teknologi,Jakarta Pusat,-6.21944,106.82917,1,"Software Installation, Computer Networking, Computer Hardware, Networking",0
1372eb52-3bf6-4108-ba65-18a4faf69985,Data Center Support - ASAP / Banking (WFO Jakarta),PT Sigma Global Teknologi,Jakarta Selatan,-6.21944,106.82917,1,"IT Support, Data Center, Windows Server Administration",0
e9742ac1-3395-4532-9d13-786eae26e72b,Systems Engineer,Lebry,,-6.21944,106.82917,3,"DevOps, Database Systems, Remote Support, Technical Support, Database Management, IT Infrastructure Management, Troubleshooting",0
954bbb21-29da-4919-a5c1-5b836b099bd2,Java Developer,PT. Aigen Global Teknologi,,-6.21944,106.82917,1,"Laravel, Microsoft SQL Server, Node.js, C++, PHP, PostgreSQL, Python, Java, MySQL, MongoDB",0
7237472e-dbb6-42a0-9d54-2e6b3f3fe493,PETUGAS IT,PT ELANG CAKRA SECURINDO,,-6.29306,106.79583,0,"Technical Support, Hardware Maintenance, IT Support",0
5ed28816-0a3a-4d06-a5f2-536ee7cb40b5,DevOps Engineer,PT. Indonesia Satu Sarana,,-6.19444,106.83333,3,"terraform, CI/CD, DevOps, Ansible, Docker, Amazon Web Services (AWS), Kubernetes, Google Cloud Platform, Jenkins",0
838a5451-9db3-4075-beaa-2a63ab839462,Staff Helpdesk / OMC,PT. Ibinet Global Nusatindo,,-6.17917,106.86806,1,"Troubleshooting, Network Troubleshooting, Technical Support, Remote Support, Teamwork, IT Support, Hardware Maintenance, Help Desk, Customer Service, Ticketing System",0
bdd688f6-5672-4062-a674-ba8905f2f85a,AI Engineer,IDE Asia,,-6.20556,106.81111,3,"Python, Prompt AI, REST API",0
03486a9c-9064-465c-95ae-27b1197ff943,IT suport,Caiman Music Room,,-6.19444,106.83333,1,"IT Support, Network Troubleshooting, Hardware Maintenance, Troubleshooting",0
3f61a409-855c-48a5-ad3a-605542a53f3f,Senior Backend Developer,PT Nextgen Inovasi Indonesia,,-6.21944,106.82917,5,"PostgreSQL, TypeScript, RabbitMQ, Redis, Go / Golang, Docker, Kafka, Node.js, MySQL",0
b74e3967-b289-428c-b8bf-a78bd3a9f520,IT Officer,PT Prismas Jamintara,Jakarta Selatan,-6.21944,106.82917,1,"Teamwork, Microsoft Office, Problem Solving",0
fce9afb6-be07-4124-b141-1c1cf05835bb,IT Programmer,PT JES Kasih Nusantara Sejahtera,,-6.18611,106.84583,3,"Microsoft SQL Server, C++, Java, MySQL, Node.js, PHP, Python",0
b4a244b9-7f86-4f6d-a13f-c37d86ca11a9,Java Developer,Lawencon International,,-6.22917,106.85139,3,"Redis, Amazon Web Services (AWS), Oracle Database, Spring Framework, Java, spring boot, MongoDB, Kafka, PostgreSQL, SOAP, Microsoft SQL Server",0
c1fb2b27-0df1-4b93-a1f7-ca050d21c06c,"Application Developer (.Net, Angular)",PT Sigma Global Teknologi,,-6.21944,106.82917,3,"Docker, TypeScript, C#, .NET, ASP.NET, CI/CD, Azure, Angular.js",0
29ad99cf-da55-4c59-9056-d1c3d89ddbc4,IT Support,PT Pronata Data Insani,,-6.29028,106.82639,1,"Ticketing System, Help Desk, IT Support",0
1996e887-d9ac-4596-871f-3079cdce141f,RPA Developer (UiPath & Power Automate),PT Sigma Global Teknologi,,-6.21944,106.82917,3,"RPA, Power automate, UiPath, Robotic Process Automation",0
e5f3bef7-7001-4409-b5e8-41c97225ba47,Engineer On Site/IT Support,PT Comtronics Systems,,-6.25556,106.84306,0,"IT Support, Technical Support, Network Troubleshooting, Customer Service, Remote Support, Help Desk",0
5a3f66c4-ba1d-4d15-88c0-145c4365d571,Kubernetes Engineer,PT Inovasi Informatika Indonesia,,-6.21944,106.82917,3,"Grafana, Openshift, Jira, CI/CD, Google Kubernetes Engine, Kubernetes, Jenkins, Docker, Prometheus, ELK",0
3207a7d8-88f3-4aac-826a-9e1c1393fc71,Senior .NET Developer - Financial Industry (WFO South Jakarta),PT Sigma Global Teknologi,Jakarta Pusat,-6.21944,106.82917,5,"PostgreSQL, Microsoft SQL Server, MongoDB, Python, MySQL, PHP, .NET",0
eb4d2a8e-467b-4722-a7af-1d9801ce2774,Senior IT Suport,PT. Mahawira,,-6.24444,106.8,5,"XML, Web API, LAN, Firewall, Network Troubleshooting, IT Support, TCP/IP, Technical Support, Leadership, Teamwork, Router Configuration, Hardware Maintenance, Communication Skills, System Operation And Maintenance, English Language, Troubleshooting",0
9db897b3-e624-47b2-bab8-cf769fa2a7cb,IT Operations Engineer,Indofun Digital Technology,,-6.17083,106.81806,1,"Technical Support, Network Programming, Help Desk, Hardware Maintenance, Remote Support, IT Support, Network Troubleshooting",0
ac53331b-2453-4322-bcfe-e2110ddb7f3e,Backend Developer,Murni Development Indonesia,,-6.17083,106.81806,3,"Microservices Architecture, PostgreSQL, Java, Kafka, REST API, MySQL",0
706e9fe4-5a47-40dd-9430-55525d497295,Lead Programmer,Murni Development Indonesia,,-6.17083,106.81806,5,"REST API, Java, Kafka, Microservices Architecture",0
e6daa5ec-1c2c-4a40-9ee1-378be703eeb6,AI / ML Engineer (Model Development Support),eVantage HR,,-6.21944,106.82917,5,"Python, Evaluation Metrix, Machine Learning, AI Systems, Artificial Intelligence, Ml Libraries, ML, Deep Learning, Model Deployment, Mlops",0
8eeecd38-ad62-4046-9ed4-58ad4f16b7f1,ETL Developer,PT Sigma Global Teknologi,,-6.21944,106.82917,3,"Database Management, Data Warehouse, Data Integration, Power BI, Data Visualization, Extract, Transform, Load (ETL), ETL, SSIS, Data Modeling",0
66293b50-7ba4-4b8f-b6ce-f1fc150083c6,Golang Developer - Banking Syariah,PT Sigma Global Teknologi,,-6.21944,106.82917,3,"Microsoft SQL Server, PostgreSQL, Amazon Web Services (AWS), Google Cloud Platform, Go / Golang",0
6691c2d4-caf6-435e-85c1-e350ba72c79e,Back End Developer (Java Springboot) - Insurance Industry,PT Sigma Global Teknologi,,-6.21944,106.82917,3,"Microservices Architecture, Google Cloud Platform, Core Java, Amazon Web Services (AWS), Spring Boot, Spring Framework, Java",0
7a734d2f-881d-44cb-8594-3a4d123ac36e,Backend Developer,PT Avows Technologies,,-6.21944,106.82917,3,"MongoDB, Go / Golang, PostgreSQL, React.js, Node.js",0
82373ac6-6524-4f67-90b4-de7d785ec1b1,"Backend Developer (Node.js / EXpress.js) - WFH, English Speaking",PT Sigma Global Teknologi,,-6.21944,106.82917,3,"Backend Development, Express.Js, Node.js",0
509567ee-e7b4-423f-8a3e-0efaeb735c1b,IT Operation - Banking,PT Sigma Global Teknologi,,-6.21944,106.82917,1,"Teamwork, IT Support, Troubleshooting, Technical Support, Operations It, Help Desk",0
789346dd-12fc-4f84-8911-2c6a3d0da3ea,Backend Developer Intern,PT Sigma Global Teknologi,,-6.21944,106.82917,0,"CSS, HTML, Python, PostgreSQL",0
237fbbd5-1495-491f-b8c9-1d44420f3fae,Backend Developer  Java/Golang,PT. Deptech Digital Indonesia,,-6.21944,106.82917,3,"Spring Framework, Microsoft SQL Server, MySQL, PostgreSQL, Go / Golang, Springboot, Java, Microservices Architecture, MongoDB",0
630b6cff-a1bf-4b0d-998f-f4de1a539097,Backend Developer (Java Spring Boot),PT Manjo Teknologi Indonesia,,-6.21944,106.82917,3,"Kafka, RabbitMQ, MySQL, Microsoft SQL Server, Restful API, GCP, Docker, Redis, Amazon Web Services (AWS)",0
21351f81-1696-4355-8757-b1dc9883a659,Backend Developer (.NET),PT Sigma Global Teknologi,Jakarta Selatan,-6.21944,106.82917,3,"NoSQL, .NET, REST API, PostgreSQL, Microsoft SQL Server, Back-End Web Development",0
b135d586-06ce-4826-8e3a-6e3764cc7bd3,Backend Developer (Golang) - for Banking Industry,PT Sigma Global Teknologi,Jakarta Pusat,-6.21944,106.82917,3,"Back-End Web Development, Go / Golang, Software Development",0
b7abdc1a-30ac-4118-9aae-42d217f7d5dd,Backend Developer (Nodejs Expressjs),PT Sigma Global Teknologi,,-6.21944,106.82917,3,"PostgreSQL, Java, PHP, Laravel, Microsoft SQL Server, Python, MySQL, Node.js, MongoDB, C++",0
75d0e66f-8741-4578-818b-e03342673842,Golang Developer,Lawencon International,,-6.22917,106.85139,1,"Go / Golang, MySQL, Echo, SQL, Microsoft SQL Server, Microservices Architecture, MongoDB, gRPC",0
23e12134-609b-4434-bee6-ec7328efa99f,Junior SAP ABAP Developer – South Jakarta (WFO),PT Sigma Global Teknologi,,-6.21944,106.82917,1,"ERP Software, SAP, ABAP, Software Development",0
ad41feac-c39c-4ad8-a52c-74ab2951e003,Middleware Developer (APIGEE) - Prefer ASAP for Financial,PT Sigma Global Teknologi,,-6.21944,106.82917,3,"APIgee, API Development, Java, JavaScript, Node.js",0
bb9bbc97-4152-4c05-89f1-01751ca10864,"Junior Software Engineer (Java, Angular) - Prefer ASAP",PT Sigma Global Teknologi,,-6.21944,106.82917,1,"Java, Angular.js, Spring Framework, TypeScript",0
738f9bd1-2df2-4477-85f7-481612f0da42,Junior Golang Developer - ASAP for Banking,PT Sigma Global Teknologi,,-6.21944,106.82917,1,"MongoDB, MySQL, PostgreSQL, Java, Go / Golang",0
9426bfd2-5006-4ff6-8833-e0ed56108af1,"Java Springboot Developer (ASAP, WFO Jakarta Area)",PT Sigma Global Teknologi,,-6.21944,106.82917,3,"Amazon Web Services (AWS), Java, MySQL, Spring Boot, Spring Framework, Microsoft SQL Server",0
7924547c-3d19-4338-9941-7f4a37d7f714,DevSecOps Engineer (Middle Level),PT Manjo Teknologi Indonesia,,-6.21944,106.82917,3,"Kubernetes, IP Protocol, CI/CD, Amazon Web Services (AWS), Docker, IP Networking, DevOps",0
e25758ab-05b5-4dfe-a6f6-87d83134826c,Golang Developer,Saada Creative,,-6.21944,106.82917,3,"SQL, Backend Development, Go / Golang",0
1ae67da8-660c-4e59-a1ed-a85f39c529c2,Back-end Developer,MGS Indonesia,,-6.25139,106.81667,3,"MySQL, Communication Skills, PostgreSQL, Java, Spring Boot, Microsoft SQL Server",0
0a2cf392-fd95-43ba-a40c-540ccac4c428,IT Service Engineer (EV Battery) - Chinese Speaker (#483),PT Talenta Eksekutif Asia,,-6.21944,106.82917,3,"IT Support, Troubleshooting, Hardware Maintenance, Help Desk, Network Troubleshooting",0
c8bc0cc8-a95a-41ec-8f95-3c95a6b67113,Senior MLOps Engineer (Computer Vision),PT Abhimantra Sistem Solusindo,,-6.22917,106.85139,5,"Computer Vision, Aws/gcp/azure, Python, Geoai/gis, TensorFlow, CI/CD, Mlops, Machine Learning, PyTorch, Docker",0
a679d703-a1ca-4b8e-b71d-c3b165b7b0d3,Java developer,ADI Consulting,Jakarta Selatan,-6.21944,106.82917,1,"Spring Framework, Java, Quarkus",0
ed2682b3-6558-40a1-b3b7-96a4758caa63,IT Support (SMK Graduates),Pt. Sapta Tunas Teknologi,,-6.15417,106.83333,0,"Technical Support, Hardware Engineering, IT Support, Computer Hardware, Hardware Installation, Remote Support, Hardware Maintenance, Help Desk, Software Installation",0
2be91bcf-83bb-4a13-b4e7-a002eeb983f6,Junior Flutter and Laravel Developer - ASAP (WFO South Jakarta),PT Sigma Global Teknologi,,-6.21944,106.82917,1,"Flutter, PostgreSQL, Microsoft SQL Server, PHP, MySQL, Laravel, C++",0
1fb1df68-93a2-431b-8549-47b3c0234c12,Junior Programmer Intern,PT Anagata Sisedu Nusantara,,-6.24444,106.8,0,"MySQL, Python, Nginx, Java, API Development",0
005e0e8f-ac2f-4883-b982-6e2111e84bcb,AIGC VFX,PT Firenze Digital Indonesia Films,,-6.29306,106.79583,1,"3D Rendering, 3D Modeling, 3D Printing, 3D Design, 3D Animation",0
b9aac058-3754-4185-a14c-b9d2f0d8dd15,ServiceNow Developer,PT Leap Digital Indonesia,,-6.17083,106.81806,3,"ServiceNow, Project Implementation, ITSM",0
c2c014f8-3174-4229-a86e-6c30aee293d6,Phyton Backend Developer,PT. Global Solusindo Kompudata,,-6.1625,106.85556,1,"Linux, Redis, Celery, Python, HTMX, PostgreSQL",0
632ba46c-3160-45a1-be34-af24078723b3,RPA Developer - Telecommunication Industry,PT Sigma Global Teknologi,,-6.21944,106.82917,3,"UiPath, Orchestrator, Power Apps, Microsoft Power Automate, Power BI, Robotics",0
5606b899-0505-4e26-92b3-8dc3441f94ab,Web Developer,Pt Sumber Data Indonesia,,-6.29306,106.79583,1,"Next.Js, HTML, Vue.js, JavaScript, CSS, React.js",0
96a7d85e-6e49-4423-b57b-6e6533f63434,Tech Lead (Devops),PT Digital Tech Asia,,-6.21944,106.82917,5,"Kubernetes, CI/CD, Microsoft Azure, Amazon Web Services (AWS), Docker, DevOps, Jenkins",0
a60fc0a8-4c9f-47d4-92f7-9f6240d9b823,Technical Writer,PT Pronata Data Insani,,-6.29028,106.82639,1,"Flowchart, Administration, Microsoft Office, Fsd, UML",0
c09f8856-99a1-4032-aa5d-66ae5315d502,Cloud Egineer,Peepl,,-6.21944,106.82917,3,"Docker, CI/CD, Amazon Web Services (AWS), Kubernetes, DevOps",0
ec5279a0-fda0-427f-9907-a4386cf8de91,Staff Monitoring EDC,Bisnis Adviz Solusi,,-6.20556,106.81111,1,"Technical Support, Network Troubleshooting, Customer Service, Hardware Maintenance",0
0e2bf4fc-4441-4e9f-80fe-48e34fa041df,DevOps Engineer,PT Avows Technologies,,-6.21944,106.82917,5,"Ansible, Kubernetes, Docker, Jenkins, Amazon Web Services (AWS), CI/CD",0
835f0a7a-0512-4d83-9a47-2fe3e0a55a16,IT Support Specialist (Diutamakan Tinggal Di Bekasi),PT Sepadan Mitra Teknologi,,-6.24444,106.8,3,"IT Support, Network Troubleshooting, Technical Support",0
edeb40b7-264b-4fc4-bd21-4725f80ec035,Java Springboot Developer,PT Sigma Global Teknologi,,-6.24861,106.77778,3,"Java, Spring Boot, Spring Framework",0
860baf7e-ca01-4829-9b78-01eee19e4ebc,IT Staff,PT. INDONESIA NEWS CENTER,,-6.24444,106.8,1,"Network Troubleshooting, Technical Support, IT Support",0
